metabolite,name,Formula,molecular_weight,C_number,N_number,S_number,P_number
unaga_m,Undecaprenyl diphospho N-acetyl-glucosamine,C63H103NO12P2,1128.43894,63,1,0,2
uacmamu_m,UDP-N-acetyl-D-mannosaminouronate,C17H22N3O18P2,618.3134,17,3,0,2
oc2coa_m,Trans-Oct-2-enoyl-CoA,C29H44N7O17P3S,887.68265,29,7,1,3
dd2coa_m,Trans-Dodec-2-enoyl-CoA,C33H52N7O17P3S,943.78897,33,7,1,3
airs_m,Aminoimidazole-riboside,C8H13N3O4,215.20652,8,3,0,0
airs_m,Aminoimidazole-riboside,C8H13N3O4,215.20652,8,3,0,0
airs_m,Aminoimidazole-riboside,C8H13N3O4,215.20652,8,3,0,0
alaala_m,D-Alanyl-D-alanine,C6H12N2O3,160.17108,6,2,0,0
LalaDglu_m,L-alanine-D-glutamate,C8H13N2O5,217.19922,8,2,0,0
LalaLglu_m,L-alanine-L-glutamate,C8H13N2O5,217.19922,8,2,0,0
chol_m,Choline,C5H14NO,104.17076,5,1,0,0
chor_m,Chorismate,C10H8O6,224.16692,10,0,0,0
cellb_m,Cellobiose,C12H22O11,342.29648,12,0,0,0
colipa_m,Core oligosaccharide lipid A,C176H303N2O100P4,4171.13747,176,2,0,4
colipa_m,Core oligosaccharide lipid A,C176H303N2O100P4,4171.13747,176,2,0,4
udcpdp_m,Undecaprenyl diphosphate,C55H89O7P2,924.23848,55,0,0,2
cu_m,Cu+,Cu,63.546,0,0,0,0
cu_m,Cu+,Cu,63.546,0,0,0,0
5mcsn_m,5-Methylcytosine,C5H7N3O,125.12858,5,3,0,0
2ddglcn_m,2-Dehydro-3-deoxy-D-gluconate,C6H9O6,177.13206,6,0,0,0
23dhacoa_m,"2,3-dehydroadipyl-CoA",C27H37N7O19P3S,888.60447,27,7,1,3
3hadpcoa_m,(3S)-3-Hydroxyadipyl-CoA,C27H39N7O20P3S,906.61975,27,7,1,3
2dhphaccoa_m,"1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA",C29H40N7O19P3S,915.64969,29,7,1,3
didp_m,DIDP,C10H11N4O10P2,409.16266,10,4,0,2
thym_m,Thymine,C5H6N2O2,126.11334,5,2,0,0
eca4colipa_m,(enterobacterial common antigen)x4 core oligosaccharide lipid A,C272H447N14O160P4,6597.35243,272,14,0,4
eca4colipa_m,(enterobacterial common antigen)x4 core oligosaccharide lipid A,C272H447N14O160P4,6597.35243,272,14,0,4
eca4und_m,(enterobacterial common antigen)x4 undecaprenyl-diphosphate,C151H234N12O67P2,3351.46138,151,12,0,2
eca2und_m,(enterobacterial common antigen)x2 undecaprenyl-diphosphate,C103H162N6O37P2,2138.3539,103,6,0,2
unagamuf_m,"Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose",C79H126N3O22P2,1531.80016,79,3,0,2
eca3und_m,(enterobacterial common antigen)x3 undecaprenyl-diphosphate,C127H198N9O52P2,2744.90764,127,9,0,2
enlipa_m,Phosphoethanolamine KDO(2)-lipid (A),C112H202N3O42P3,2355.71847,112,3,0,3
enlipa_m,Phosphoethanolamine KDO(2)-lipid (A),C112H202N3O42P3,2355.71847,112,3,0,3
Sfglutth_m,S-Formylglutathione,C11H16N3O7S,334.32564,11,3,1,0
hmgth_m,Hydroxymethylglutathione,C11H18N3O7S,336.34152,11,3,1,0
no_m,Nitric oxide,NO,30.0061,0,1,0,0
Nforglu_m,N-Formyl-L-glutamate,C6H9NO5,175.13936,6,1,0,0
5forthf_m,5forthf c,C20H22N8O6,470.43868,20,8,0,0
g3pe_m,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,215.14152,5,1,0,1
g3pi_m,Sn-Glycero-3-phospho-1-inositol,C9H18O11P,333.20638,9,0,0,1
g3pi_m,Sn-Glycero-3-phospho-1-inositol,C9H18O11P,333.20638,9,0,0,1
g3pi_m,Sn-Glycero-3-phospho-1-inositol,C9H18O11P,333.20638,9,0,0,1
g3ps_m,Glycerophosphoserine,C6H13NO8P,258.14308,6,1,0,1
g3ps_m,Glycerophosphoserine,C6H13NO8P,258.14308,6,1,0,1
g3ps_m,Glycerophosphoserine,C6H13NO8P,258.14308,6,1,0,1
gagicolipa_m,Galactosyl-glucosyl-inner core oligosaccharide lipid A,C157H271N2O84P4,3654.68969,157,2,0,4
gicolipa_m,Glucosyl-inner core oligosaccharide lipid A,C151H261N2O79P4,3492.54909,151,2,0,4
gluala_m,5 L Glutamyl L alanine C8H13N2O5,C8H13N2O5,217.19922,8,2,0,0
icolipa_m,Inner core oligosaccharide lipid A (E coli),C145H251N2O74P4,3330.40849,145,2,0,4
ggagicolipa_m,Glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,C163H281N2O89P4,3816.83029,163,2,0,4
gggagicolipa_m,Glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,C169H291N2O94P4,3978.97089,169,2,0,4
xyl4_m,Xylotetraose,C20H34O17,546.47376,20,0,0,0
xylan4_m,"Xylan (4 backbone units, 1 glcur side chain)",C26H41O23,721.58994,26,0,0,0
glcur_m,D-Glucuronate,C6H9O7,193.13146,6,0,0,0
h2co3_m,Carbonic acid,H2CO3,62.02478,1,0,0,0
phhlipa_m,Phospho-heptosyl-heptosyl-kdo2-lipidA,C124H219N2O54P3,2694.96795,124,2,0,3
hphhlipa_m,Heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C131H231N2O60P3,2887.13453,131,2,0,3
phphhlipa_m,Phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C131H230N2O63P4,2965.09855,131,2,0,4
hxa_m,Hexanoate (n-C6:0),C6H11O2,115.15034,6,0,0,0
lmn2_m,Laminaribiose,C12H22O11,342.29648,12,0,0,0
mal__D_m,D-Malate,C4H4O5,132.07156,4,0,0,0
mal__D_m,D-Malate,C4H4O5,132.07156,4,0,0,0
kphphhlipa_m,Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C139H241N2O70P4,3184.26729,139,2,0,4
mococdp_m,Molybdopterin cytosine dinucleotide,C19H22N8O15P2S2Mo,824.4601,19,8,2,2
no_m,Nitric oxide,NO,30.0061,0,1,0,0
2oxpaccoa_m,2-oxepin-2(3H)-ylideneacetyl-CoA,C29H38N7O18P3S,897.63441,29,7,1,3
3oxdhscoa_m,"3-oxo-5,6-dehydrosuberyl-CoA",C29H39N7O20P3S,930.64115,29,7,1,3
rephaccoa_m,"Ring 1,2-epoxyphenylacetyl-CoA",C29H38N7O18P3S,897.63441,29,7,1,3
pser__L_m,O-Phospho-L-serine,C3H6NO6P,183.0566,3,1,0,1
urate_m,Urate,C5H4N4O3,168.11026,5,4,0,0
sucbz_m,O-Succinylbenzoate,C11H8O5,220.17822,11,0,0,0
sucr_m,Sucrose,C12H22O11,342.29648,12,0,0,0
dtdp4addg_m,"DTDP-4-amino-4,6-dideoxy-D-galactose",C16H26N3O14P2,546.33686,16,3,0,2
uacmam_m,UDP-N-acetyl-D-mannosamine,C17H25N3O17P2,605.33782,17,3,0,2
thm_m,Thiamin,C12H17N4OS,265.35458,12,4,1,0
urea_m,Urea,CH4N2O,60.05526,1,2,0,0
xylu__L_m,L-Xylulose,C5H10O5,150.1299,5,0,0,0
xylu__L_m,L-Xylulose,C5H10O5,150.1299,5,0,0,0
12ppd__S_m,"(S)-Propane-1,2-diol",C3H8O2,76.09442,3,0,0,0
3mb_m,3-Methylbutanoic acid,C5H9O2,101.12376,5,0,0,0
3mb_m,3-Methylbutanoic acid,C5H9O2,101.12376,5,0,0,0
4hba_m,4-Hydroxy-benzyl alcohol,C7H8O2,124.13722,7,0,0,0
4hbz_m,4-Hydroxybenzoate,C7H5O3,137.1128,7,0,0,0
4hbz_m,4-Hydroxybenzoate,C7H5O3,137.1128,7,0,0,0
ac_m,Acetate,C2H3O2,59.04402,2,0,0,0
n6all26d_m,"N6-Acetyl-LL-2,6-diaminoheptanedioate",C9H15N2O5,231.2258,9,2,0,0
nal2a6o_m,N-Acetyl-L-2-amino-6-oxopimelate,C9H11NO6,229.18674,9,1,0,0
ser__L_m,L-Serine,C3H7NO3,105.09258,3,1,0,0
meoh_m,Methanol,CH4O1,32.04186,1,0,0,0
but_m,Butyrate (n-C4:0),C4H7O2,87.09718,4,0,0,0
pyr_m,Pyruvate,C3H3O3,87.05412,3,0,0,0
ni2_m,Nickel,Ni,58.6934,0,0,0,0
cro4_m,Chromate,CrO4,115.9937,0,0,0,0
2dh3dgal_m,2-Dehydro-3-deoxy-D-galactonate,C6H9O6,177.13206,6,0,0,0
2dh3dgal6p_m,2-Dehydro-3-deoxy-D-galactonate 6-phosphate,C6H8O9P,255.09608,6,0,0,1
lac__D_m,D-Lactate,C3H5O3,89.07,3,0,0,0
lac__D_m,D-Lactate,C3H5O3,89.07,3,0,0,0
etoh_m,Ethanol,C2H6O,46.06844,2,0,0,0
etoh_m,Ethanol,C2H6O,46.06844,2,0,0,0
h2_m,H2,H2,2.01588,0,0,0,0
frmd_m,Formamide,CH3NO,45.04062,1,1,0,0
frmd_m,Formamide,CH3NO,45.04062,1,1,0,0
galctn__D_m,D-Galactonate,C6H11O7,195.14734,6,0,0,0
galctn__D_m,D-Galactonate,C6H11O7,195.14734,6,0,0,0
glyald_m,D-Glyceraldehyde,C3H6O3,90.07794,3,0,0,0
glyclt_m,Glycolate,C2H3O3,75.04342,2,0,0,0
h2_m,H2,H2,2.01588,0,0,0,0
lcts_m,Lactose,C12H22O11,342.29648,12,0,0,0
LalaLglu_m,L-alanine-L-glutamate,C8H13N2O5,217.19922,8,2,0,0
LalaLglu_m,L-alanine-L-glutamate,C8H13N2O5,217.19922,8,2,0,0
lac__L_m,L-Lactate,C3H5O3,89.07,3,0,0,0
1ddecg3p_m,1-dodecanoyl-sn-glycerol 3-phosphate,C15H29O7P1,352.36032,15,0,0,1
1tdec7eg3p_m,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H31O7P1,378.3976,17,0,0,1
1odecg3p_m,1-octadecanoyl-sn-glycerol 3-phosphate,C21H41O7P1,436.5198,21,0,0,1
1odec11eg3p_m,1-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H39O7P1,434.50392,21,0,0,1
1agpe180_m,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),C23H48NO7P1,481.60348,23,1,0,1
meoh_m,Methanol,CH4O1,32.04186,1,0,0,0
udcpdp_m,Undecaprenyl diphosphate,C55H89O7P2,924.23848,55,0,0,2
mso3_m,Methanesulfonate,CH3O3S,95.09772,1,0,1,0
peamn_m,Phenethylamine,C8H12N,122.18758,8,1,0,0
ppa_m,Propionate (n-C3:0),C3H5O2,73.0706,3,0,0,0
ppa_m,Propionate (n-C3:0),C3H5O2,73.0706,3,0,0,0
scl_m,Sirohydrochlorin,C42H39N4O16,855.77626,42,4,0,0
tol_m,Toluene,C7H8,92.13842,7,0,0,0
tol_m,Toluene,C7H8,92.13842,7,0,0,0
udcpp_m,Undecaprenyl phosphate,C55H89O4P,845.26652,55,0,0,1
xan_m,Xanthine,C5H4N4O2,152.11086,5,4,0,0
Lpipecol_m,L-Pipecolate,C6H11NO2,129.15704,6,1,0,0
1pipdn2c_m,Delta1-Piperideine-2-carboxylate,C6H9NO2,127.14116,6,1,0,0
L2aadp_m,L 2 Aminoadipate C6H10NO4,C6H10NO4,160.1479,6,1,0,0
2hxmp_m,2  Hydroxymethyl phenol C7H8O2,C7H8O2,124.13722,7,0,0,0
2hxmp_m,2  Hydroxymethyl phenol C7H8O2,C7H8O2,124.13722,7,0,0,0
2oxoadp_m,2 Oxoadipate C6H6O5,C6H6O5,158.10884,6,0,0,0
2pg_m,D-Glycerate 2-phosphate,C3H4O7P,183.03342,3,0,0,1
2pg_m,D-Glycerate 2-phosphate,C3H4O7P,183.03342,3,0,0,1
3mb_m,3-Methylbutanoic acid,C5H9O2,101.12376,5,0,0,0
3pg_m,3-Phospho-D-glycerate,C3H4O7P,183.03342,3,0,0,1
3pg_m,3-Phospho-D-glycerate,C3H4O7P,183.03342,3,0,0,1
4hthr_m,4-Hydroxy-L-threonine,C4H9NO4,135.11856,4,1,0,0
4hthr_m,4-Hydroxy-L-threonine,C4H9NO4,135.11856,4,1,0,0
salcn6p_m,Salicin 6-phosphate,C13H17O10P,364.24184,13,0,0,1
L2aadp6sa_m,L 2 Aminoadipate 6 semialdehyde C6H11NO3,C6H11NO3,145.15644,6,1,0,0
thp2c_m,"2,3,4,5-Tetrahydropyridine-2-carboxylate",C6H8NO2,126.13322,6,1,0,0
4abut_m,4-Aminobutanoate,C4H9NO2,103.11976,4,1,0,0
acolipa_m,4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A,C181H314N3O103P4,4304.28321,181,3,0,4
acolipa_m,4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A,C181H314N3O103P4,4304.28321,181,3,0,4
acon_C_m,Cis-Aconitate,C6H3O6,171.08442,6,0,0,0
acon_C_m,Cis-Aconitate,C6H3O6,171.08442,6,0,0,0
alltn_m,Allantoin,C4H6N4O3,158.11544,4,4,0,0
6a2ohxnt_m,6-Amino-2-oxohexanoate,C6H11NO3,145.15644,6,1,0,0
15dap_m,"1,5-Diaminopentane",C5H16N2,104.19394,5,2,0,0
o2s_m,Superoxide anion,O2,31.9988,0,0,0,0
ficytcc553_m,Ferricytochrome c-553,C42H54FeN8O6S2,886.90316,42,8,2,0
focytcc553_m,Ferrocytochrome c-553,C42H54FeN8O6S2,886.90316,42,8,2,0
hco3_m,Bicarbonate,HCO3,61.01684,1,0,0,0
15dap_m,"1,5-Diaminopentane",C5H16N2,104.19394,5,2,0,0
lipa_cold_m,Cold adapted KDO(2)-lipid (A),C114H202N2O39P2,2286.7612,114,2,0,2
lipa_cold_m,Cold adapted KDO(2)-lipid (A),C114H202N2O39P2,2286.7612,114,2,0,2
colipa_m,Core oligosaccharide lipid A,C176H303N2O100P4,4171.13747,176,2,0,4
dha_m,Dihydroxyacetone,C3H6O3,90.07794,3,0,0,0
lys__D_m,D-Lysine,C6H15N2O2,147.1955,6,2,0,0
dms_m,Dimethyl sulfide,C2H6S,62.13404,2,0,1,0
dmso_m,Dimethyl sulfoxide,C2H6OS,78.13344,2,0,1,0
ser__D_m,D-Serine,C3H7NO3,105.09258,3,1,0,0
kdo2lipid4p_m,KDO(2)-lipid IV(A) with palmitoleoyl,C100H176N2O38P2,2076.40556,100,2,0,2
lipa_cold_m,Cold adapted KDO(2)-lipid (A),C114H202N2O39P2,2286.7612,114,2,0,2
S_gtrdhdlp_m,S-Glutaryldihydrolipoamide,C13H22NO4S2,320.44808,13,1,2,0
glucys_m,Gamma-L-Glutamyl-L-cysteine,C8H13N2O5S,249.26422,8,2,1,0
gthox_m,Oxidized glutathione,C20H28N6O12S2,608.59932,20,6,2,0
h2o2_m,Hydrogen peroxide,H2O2,34.01468,0,0,0,0
4mhetz_m,4-Methyl-5-(2-hydroxyethyl)-thiazole,C6H9NOS,143.20676,6,1,1,0
icit_m,Isocitrate,C6H5O7,189.0997,6,0,0,0
icit_m,Isocitrate,C6H5O7,189.0997,6,0,0,0
malttre_m,Maltosyltrehalose,C24H42O21,666.57768,24,0,0,0
nh4oh_m,Ammonium hydroxide,H5NO,35.0458,0,1,0,0
no_m,Nitric oxide,NO,30.0061,0,1,0,0
oaa_m,Oxaloacetate,C4H2O5,130.05568,4,0,0,0
oaa_m,Oxaloacetate,C4H2O5,130.05568,4,0,0,0
rbt_m,Ribitol,C5H12O5,152.14578,5,0,0,0
rbt_m,Ribitol,C5H12O5,152.14578,5,0,0,0
salcn_m,Salicin,C13H18O7,286.27782,13,0,0,0
salcn_m,Salicin,C13H18O7,286.27782,13,0,0,0
udpLa4fn_m,Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose,C15H21N3O16P2,561.28526,15,3,0,2
uLa4fn_m,Undecaprenyl phosphate-4-amino-4-formyl-L-arabinose,C61H99N1O8P1,1005.41442,61,1,0,1
xtsn_m,Xanthosine,C10H12N4O6,284.22548,10,4,0,0
aps_m,Adenosine 5'-phosphosulfate,C10H12N5O10PS,425.26854,10,5,1,1
R_3hhcoa_m,(R)-Hydroxyhexanoyl-CoA,C27H42N7O18P3S,877.64477,27,7,1,3
3hpimcoa_m,3-Hydroxypimelyl-CoA,C28H46N7O20P3S,925.68603,28,7,1,3
3opimcoa_m,3-Oxopimeloyl-CoA,C28H44N7O20P3S,923.67015,28,7,1,3
LalaDgluMdap_m,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,389.381,15,4,0,0
dgal6p_m,D-Galactose 6-phosphate,C6H11O9P,258.1199,6,0,0,1
lac6p_m,Lactose-6-phosphate,C12H21O14P,420.2605,12,0,0,1
arach_m,Arachidic acid,C20H39O2,311.52246,20,0,0,0
arachACP_m,Eicosanoyl-ACP (n-C20:0),C404H641N96O143PS3,9258.1385,404,96,3,1
asn__L_m,L-Asparagine,C4H8N2O3,132.11792,4,2,0,0
aso3_m,Arsenite,AsO3,122.9198,0,0,0,0
aso3_m,Arsenite,AsO3,122.9198,0,0,0,0
aso3_m,Arsenite,AsO3,122.9198,0,0,0,0
aso4_m,Arsenate,AsO4,138.9192,0,0,0,0
aso4_m,Arsenate,AsO4,138.9192,0,0,0,0
aso4_m,Arsenate,AsO4,138.9192,0,0,0,0
ch15deccoa_m,"Cyclohexa-1,5-dienecarbonyl-CoA",C28H42N7O17P3S,873.65607,28,7,1,3
bzalc_m,Benzyl alcohol,C7H8O,108.13782,7,0,0,0
bzsuccoa_m,Benzylsuccinyl-CoA,C32H41N7O19P3S,952.68973,32,7,1,3
phitcoa_m,E-Phenylitaconyl-CoA,C32H39N7O19P3S,950.67385,32,7,1,3
bzsucc_m,Benzylsuccinate,C11H10O4,206.1947,11,0,0,0
tol_m,Toluene,C7H8,92.13842,7,0,0,0
cell6_m,Cellulose (n=6 repeating units),C36H62O31,990.85888,36,0,0,0
cell6_m,Cellulose (n=6 repeating units),C36H62O31,990.85888,36,0,0,0
6hch1eccoa_m,6-Hydroxycyclohex-1-ene-1-carboxyl-CoA,C28H44N7O18P3S,891.67135,28,7,1,3
citr__L_m,L-Citrulline,C6H13N3O3,175.18572,6,3,0,0
prephth_m,Phthiocerol precursor,C32H61O5,525.82374,32,0,0,0
mbhn_m,Methyl behenic acid,C23H45O2,353.6022,23,0,0,0
dmlgnc_m,Dimethyl lignoceric acid,C26H51O2,395.68194,26,0,0,0
tmhexc_m,Tri-methyl hexacosanoate,C29H57O2,437.76168,29,0,0,0
tamocta_m,Tetra-methyl octacosanoate,C32H63O2,479.84142,32,0,0,0
gln__L_m,L-Glutamine,C5H10N2O3,146.1445,5,2,0,0
hmpscoa_m,(Hydroxymethylphenyl)succinyl-CoA,C32H41N7O20P3S,968.68913,32,7,1,3
6occhcoa_m,6-oxocyclohex-1-ene-1-carboxyl-CoA,C28H38N7O18P3S,885.62371,28,7,1,3
1agpe120_m,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P1,397.444,17,1,0,1
nac_m,Nicotinate,C6H4NO2,122.10146,6,1,0,0
ssaltpp_m,Succinate semialdehyde-thiamin diphosphate anion,C16H21N4O10P2S,523.37126,16,4,1,2
phthiocerol_m,Phthiocerol A,C32H66O3,498.86464,32,0,0,0
pdima_m,Phthiocerol dimycocerosate A (Mtb),C96H190O5,1424.5328,96,0,0,0
pdima_m,Phthiocerol dimycocerosate A (Mtb),C96H190O5,1424.5328,96,0,0,0
phthdl_m,Phthiodolone,C31H62O3,482.82218,31,0,0,0
prephthACP_m,Phthiocerol precursor bound ACP,C416H663N96O146PS3,9472.43978,416,96,3,1
pydxn_m,Pyridoxine,C8H11NO3,169.17784,8,1,0,0
tyr__L_m,L-Tyrosine,C9H11NO3,181.18854,9,1,0,0
2sephchc_m,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,C14H13O9,325.24762,14,0,0,0
vanlt_m,Vanillate,C8H7O4,167.13878,8,0,0,0
vanlt_m,Vanillate,C8H7O4,167.13878,8,0,0,0
vanlt_m,Vanillate,C8H7O4,167.13878,8,0,0,0
4abz_m,4-Aminobenzoate,C7H6NO2,136.12804,7,1,0,0
acmum_m,N-Acetylmuramate,C11H18NO8,292.26252,11,1,0,0
acmum_m,N-Acetylmuramate,C11H18NO8,292.26252,11,1,0,0
amp_m,AMP,C10H12N5O7P,345.20534,10,5,0,1
cell4_m,Cellulose (n=4 repeating units),C24H42O21,666.57768,24,0,0,0
cell500_m,"Celluose (n=500 repeating units, beta-1,4 glc)",C3000H5002O2501,81088.31528,3000,0,0,0
elao_m,Anode (oxidized),X,0.0,0,0,0,0
elar_m,Anode  (reduced),X,0.0,0,0,0,0
omcho_m,Outer Membrane Cytochrome c type oxidized (high potential),C42H54FeN8O6S2,886.90316,42,8,2,0
omchr_m,Outer Membrane Cytochrome c reduced (high potential),C42H54FeN8O6S2,886.90316,42,8,2,0
isetac_m,Isethionic acid,C2H5O4S,125.1237,2,0,1,0
glcman600_m,"Glucomannan (n=600 repeat units, glc beta-1,4 man)",C3600H6002O3001,97302.37528,3600,0,0,0
2h3opp_m,2 Hydroxy 3 oxopropanoate C3H3O4,C3H3O4,103.05352,3,0,0,0
glucan1500_m,"Beta-1,3/1,4-glucan (Barley, n=1500, Glc beta1->3,4 Glc)",C9000H15002O7501,243228.91528,9000,0,0,0
glycogen_m,Glycogen,C6H10O5,162.1406,6,0,0,0
ham_m,Hydroxylamine,NH3O,33.02992,0,1,0,0
isetac_m,Isethionic acid,C2H5O4S,125.1237,2,0,1,0
isetac_m,Isethionic acid,C2H5O4S,125.1237,2,0,1,0
LalaDglu_m,L-alanine-D-glutamate,C8H13N2O5,217.19922,8,2,0,0
LalaDglu_m,L-alanine-D-glutamate,C8H13N2O5,217.19922,8,2,0,0
pydam_m,Pyridoxamine,C8H13N2O2,169.20102,8,2,0,0
pydam_m,Pyridoxamine,C8H13N2O2,169.20102,8,2,0,0
taur_m,Taurine,C2H6NO3S,124.13894,2,1,1,0
thym_m,Thymine,C5H6N2O2,126.11334,5,2,0,0
14glucan_m,"1,4-alpha-D-glucan",C36H62O31,990.85888,36,0,0,0
14glucan_m,"1,4-alpha-D-glucan",C36H62O31,990.85888,36,0,0,0
Lcyst_m,L-Cysteate,C3H6NO5S,168.14844,3,1,1,0
35cgmp_m,"3',5'-Cyclic GMP",C10H11N5O7P,344.1974,10,5,0,1
3hcinnm_m,3-hydroxycinnamic acid,C9H7O3,163.15008,9,0,0,0
3hpppn_m,3-(3-hydroxy-phenyl)propionate,C9H9O3,165.16596,9,0,0,0
3oxoadp_m,3-Oxoadipate,C6H6O5,158.10884,6,0,0,0
3oxoadp_m,3-Oxoadipate,C6H6O5,158.10884,6,0,0,0
4mbzald_m,P-methylbenzaldehyde,C8H8O,120.14852,8,0,0,0
4mbzalc_m,4-methylbenzyl alcohol,C8H10O,122.1644,8,0,0,0
p_tol_m,P-toluate,C8H7O2,135.13998,8,0,0,0
hmccms_m,"2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde",C7H7O4,155.12808,7,0,0,0
4mcat_m,4-Methylcatechol,C7H8O2,124.13722,7,0,0,0
op4en_m,2-Oxopent-4-enoate,C5H5O3,113.0914,5,0,0,0
oxalc_m,4-oxalocrotonate,C6H4O5,156.09296,6,0,0,0
2hchd_m,"2-Hydroxy-cis-hex-2,4-dienoate",C6H7O3,127.11798,6,0,0,0
2omcm_m,2-oxo-5-methyl-cis-muconate,C7H6O5,170.11954,7,0,0,0
2hmc_m,2-Hydroxymuconate,C6H4O5,156.09296,6,0,0,0
hmccm_m,"2-Hydroxy-5-methyl-cis,cis-muconate",C7H6O5,170.11954,7,0,0,0
crn_m,L-Carnitine,C7H15NO3,161.1989,7,1,0,0
akg_m,2-Oxoglutarate,C5H4O5,144.08226,5,0,0,0
ala__L_m,L-Alanine,C3H7NO2,89.09318,3,1,0,0
btoh_m,Butanol,C4H10O,74.1216,4,0,0,0
btoh_m,Butanol,C4H10O,74.1216,4,0,0,0
butso3_m,Butanesulfonate,C4H9O3S,137.17746,4,0,1,0
butso3_m,Butanesulfonate,C4H9O3S,137.17746,4,0,1,0
butso3_m,Butanesulfonate,C4H9O3S,137.17746,4,0,1,0
2hmcnsad_m,2-Hydroxymuconate semialdehyde,C6H6O4,142.10944,6,0,0,0
catechol_m,Catechol,C6H6O2,110.11064,6,0,0,0
catechol_m,Catechol,C6H6O2,110.11064,6,0,0,0
cit_m,Citrate,C6H5O7,189.0997,6,0,0,0
crn_m,L-Carnitine,C7H15NO3,161.1989,7,1,0,0
crn_m,L-Carnitine,C7H15NO3,161.1989,7,1,0,0
gbbtn_m,Gamma-butyrobetaine,C7H15NO2,145.1995,7,1,0,0
gbbtn_m,Gamma-butyrobetaine,C7H15NO2,145.1995,7,1,0,0
csn_m,Cytosine,C4H5N3O,111.102,4,3,0,0
dh4mchc_m,"Cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate",C8H9O4,169.15466,8,0,0,0
dhbpt_m,"6,7-Dihydrobiopterin",C9H13N5O3,239.23122,9,5,0,0
thbpt_m,Tetrahydrobiopterin,C9H15N5O3,241.2471,9,5,0,0
3fe4s_m,[3Fe-4S] damaged iron-sulfur cluster,S4Fe3,295.795,0,0,4,0
glcn__D_m,D Gluconate C6H11O7,C6H11O7,195.14734,6,0,0,0
glcn__D_m,D Gluconate C6H11O7,C6H11O7,195.14734,6,0,0,0
glyb_m,Glycine betaine,C5H11NO2,117.14634,5,1,0,0
gtspmd_m,Glutathionylspermidine,C17H36N6O5S,436.56994,17,6,1,0
3hcinnm_m,3-hydroxycinnamic acid,C9H7O3,163.15008,9,0,0,0
3hcinnm_m,3-hydroxycinnamic acid,C9H7O3,163.15008,9,0,0,0
4h2opntn_m,4-Hydroxy-2-oxopentanoate,C5H7O4,131.10668,5,0,0,0
4hoxoh_m,4-Hydroxy-2-oxohexanoic acid,C6H9O4,145.13326,6,0,0,0
3hpppn_m,3-(3-hydroxy-phenyl)propionate,C9H9O3,165.16596,9,0,0,0
3hpppn_m,3-(3-hydroxy-phenyl)propionate,C9H9O3,165.16596,9,0,0,0
Lcyst_m,L-Cysteate,C3H6NO5S,168.14844,3,1,1,0
agpe_EC_m,Acyl-glycerophosphoethanolamine  (E.coli),C1093H2224O350N50P50,23218.16676,1093,50,0,50
1agpe141_m,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P1,423.48128,19,1,0,1
murein3px4p_m,"Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C71H107N13O38,1750.67358,71,13,0,0
nmn_m,NMN,C11H14N2O8P,333.21122,11,2,0,1
udcdpgalrmnman_m,Undecaprenyl-diphosphate-galactose-rhamnose-mannose,C73H120O21P2,1395.66882,73,0,0,2
udcdpgal_m,Undecaprenyl-diphosphate-galactose,C61H100O12P2,1087.38702,61,0,0,2
udcdpgalrmn_m,Undecaprenyl-diphosphate-galactose-rhamnose,C67H110O16P2,1233.52822,67,0,0,2
pe_EC_m,Phosphatidylethanolamine (ecoli),C1936H3748N50O400P50,35679.25742,1936,50,0,50
ps_EC_m,Phosphatidylserine (Ecoli),C1986H3698N50O500P50,37829.33542,1986,50,0,50
p_xyl_m,P-methyltoluene,C8H10,106.165,8,0,0,0
p_xyl_m,P-methyltoluene,C8H10,106.165,8,0,0,0
p_xyl_m,P-methyltoluene,C8H10,106.165,8,0,0,0
uri_m,Uridine,C9H12N2O6,244.20138,9,2,0,0
cytd_m,Cytidine,C9H13N3O5,243.21662,9,3,0,0
